"authorId","name","email","affiliation"
"51119003","Burak Kizilkaya","burakkizilkaya@example.edu","University of Paris"
"103342917","M. Çağlar","m.çağlar@example.edu","Meta Barcelona"
"1410064789","F. Al-turjman","f.al-turjman@example.edu","Microsoft Toronto"
"1775278","E. Ever","e.ever@example.edu","Amazon New York"
"89060229","E. G. C. Franco","e.g.c.franco@example.edu","Nvidia Sydney"
"1404504159","Alberto Ochoa-Zezzatti","albertoochoa-zezzatti@example.edu","Meta London"
"41217631","José Alberto Hernández Aguilar","joséalbertohernándezaguilar@example.edu","Meta London"
"3772166","Julio César Ponce Gallegos","juliocésarponcegallegos@example.edu","Meta Sydney"
"1482656860","Chioma Kas-Osoka","chiomakas-osoka@example.edu","Microsoft Sydney"
"117232704","Lilanta Bradley","lilantabradley@example.edu","Meta Paris"
"145256826","R. Coffman","r.coffman@example.edu","Microsoft Sydney"
"3624119","P. Orpinas","p.orpinas@example.edu","University of London"
"2494905","Amjed Tahir","amjedtahir@example.edu","Microsoft New York"
"2885656","K. Bennin","k.bennin@example.edu","Nvidia Berlin"
"145405338","Stephen G. MacDonell","stepheng.macdonell@example.edu","Meta Berlin"
"2112255","S. Marsland","s.marsland@example.edu","Amazon New York"
"66968479","V. Ribeiro","v.ribeiro@example.edu","Meta Sydney"
"3174392","D. Cruzes","d.cruzes@example.edu","Meta Rome"
"1688347","G. Travassos","g.travassos@example.edu","University of New York"
"46493150","Hairong Yu","hairongyu@example.edu","Nvidia New York"
"2088378727","Lin Ye","linye@example.edu","Microsoft Rome"
"145436612","G. Naik","g.naik@example.edu","Nvidia Tokyo"
"145072960","R. Song","r.song@example.edu","Microsoft Rome"
"143604775","H. Nguyen","h.nguyen@example.edu","University of London"
"1730431","S. Su","s.su@example.edu","Nvidia Toronto"
"47124013","Song Fan","songfan@example.edu","University of London"
"2152837309","L. Zhang","l.zhang@example.edu","University of Tokyo"
"2110368751","Jia Wang","jiawang@example.edu","Meta Rome"
"2153606437","Y. Wang","y.wang@example.edu","Microsoft Barcelona"
"2305251654","Qing Zhang","qingzhang@example.edu","Meta Barcelona"
"2153037569","Hui Zhao","huizhao@example.edu","Nvidia Berlin"
"3406273","P. Saffari","p.saffari@example.edu","Microsoft London"
"3406778","A. Basaligheh","a.basaligheh@example.edu","Nvidia London"
"32419118","K. Moez","k.moez@example.edu","Meta Berlin"
"51284453","Robert J. Green","robertj.green@example.edu","Microsoft Rome"
"145160304","J. Dickinson","j.dickinson@example.edu","University of Toronto"
"2433944","D. Badcock","d.badcock@example.edu","University of Rome"
"2150635089","Jun Xu","junxu@example.edu","Amazon London"
"2155279156","Xiong Zhang","xiongzhang@example.edu","Nvidia Paris"
"2279189","Meng Zhou","mengzhou@example.edu","University of New York"
"2108074853","Yanning Zhang","yanningzhang@example.edu","University of Sydney"
"2108589481","Shuai Liu","shuailiu@example.edu","University of Rome"
"9159404","Francesca Sorgini","francescasorgini@example.edu","Microsoft Tokyo"
"30672999","Luca Massari","lucamassari@example.edu","University of Paris"
"1403256205","Jessica D'Abbraccio","jessicad'abbraccio@example.edu","University of Paris"
"3227469","E. Palermo","e.palermo@example.edu","Microsoft Barcelona"
"1774704","A. Menciassi","a.menciassi@example.edu","Amazon Toronto"
"2788329","P. Petrovic","p.petrovic@example.edu","University of Paris"
"35560584","A. Mazzoni","a.mazzoni@example.edu","University of Sydney"
"1798096","M. Carrozza","m.carrozza@example.edu","Amazon Berlin"
"1818330","F. Newell","f.newell@example.edu","Nvidia Berlin"
"2050215","C. Oddo","c.oddo@example.edu","Microsoft Barcelona"
"20960121","Alejandro Paredes Camacho","alejandroparedescamacho@example.edu","University of Barcelona"
"143639732","E. Fernandez","e.fernandez@example.edu","Meta Sydney"
"2094180156","Vicent Sala","vicentsala@example.edu","Meta Barcelona"
"1707577","H. Ghorbani","h.ghorbani@example.edu","Meta Sydney"
"34357587","J. L. Romeral","j.l.romeral@example.edu","Meta Sydney"
"47096290","Yi-Chang Wu","yi-changwu@example.edu","Meta New York"
"2143765999","Tsung-Yi Lin","tsung-yilin@example.edu","University of Sydney"
"30610490","Chin-Tsung Chan","chin-tsungchan@example.edu","Amazon Rome"
"50883762","Zi-Wei Kuo","zi-weikuo@example.edu","University of Rome"
"2109405784","Yu-Long Chen","yu-longchen@example.edu","Nvidia New York"
"2313510841","M. Asraf H.","m.asrafh.@example.edu","University of Tokyo"
"2313512717","Nur Dalila K.A.","nurdalilak.a.@example.edu","University of Paris"
"2313513372","Nor Kamariah Kasmin@Bajuri","norkamariahkasmin@bajuri@example.edu","Microsoft New York"
"2313513944","Zakiah M.Y.","zakiahm.y.@example.edu","Microsoft Paris"
"2313510808","Siti Mariam Mohammad Ilyas","sitimariammohammadilyas@example.edu","Amazon Barcelona"
"2313511900","Nooritawati M.T.","nooritawatim.t.@example.edu","Nvidia Barcelona"
"90926129","C. D. L. F. Cantó","c.d.l.f.cantó@example.edu","University of Berlin"
"3181493","D. Kalogiros","d.kalogiros@example.edu","Microsoft Sydney"
"2422292","M. Ptashnyk","m.ptashnyk@example.edu","University of Sydney"
"145731650","T. George","t.george@example.edu","Nvidia Barcelona"
"145169863","R. Waugh","r.waugh@example.edu","Meta Sydney"
"1978702","A. Bengough","a.bengough@example.edu","University of London"
"47878200","J. Russell","j.russell@example.edu","Amazon Berlin"
"2700848","L. Dupuy","l.dupuy@example.edu","University of Rome"
"1400323122","Junjun Yin","junjunyin@example.edu","Amazon New York"
"3237539","G. Chi","g.chi@example.edu","Microsoft Sydney"
"145581796","J. Hook","j.hook@example.edu","Meta Barcelona"
"48505489","F. Maso","f.maso@example.edu","Microsoft Paris"
"2410648256","Bennet Desormeau","bennetdesormeau@example.edu","Meta Barcelona"
"49086975","M. Boudrias","m.boudrias@example.edu","Nvidia Rome"
"145978557","M. Roig","m.roig@example.edu","Meta Tokyo"
"51399634","Himani Garg","himanigarg@example.edu","University of Rome"
"2706021","R. Dahiya","r.dahiya@example.edu","Amazon Rome"
"2118525177","Yuntao Zhao","yuntaozhao@example.edu","University of London"
"2113828714","Jian-ming Bai","jian-mingbai@example.edu","Meta Berlin"
"153079889","Jaejoon Hwang","jaejoonhwang@example.edu","Amazon Toronto"
"3955469","Sang-Sun Han","sang-sunhan@example.edu","University of Sydney"
"4858709","Chena Lee","chenalee@example.edu","Microsoft Barcelona"
"5124503","Yun-Hoa Jung","yun-hoajung@example.edu","Amazon Paris"
"74229079","Esther Rani Thuraka","estherranithuraka@example.edu","Microsoft Rome"
"3456838","Raghava Katreepalli","raghavakatreepalli@example.edu","Amazon Rome"
"9878215","R. Rao","r.rao@example.edu","Microsoft Sydney"
"37198550","Yaya Shi","yayashi@example.edu","Microsoft Tokyo"
"4035090","F. Niu","f.niu@example.edu","Amazon Rome"
"2154170314","Chengsong Yang","chengsongyang@example.edu","Nvidia New York"
"2396595933","Tao Che","taoche@example.edu","Microsoft Paris"
"10372394","Zhan-ju Lin","zhan-julin@example.edu","University of Tokyo"
"4046793","Jing Luo","jingluo@example.edu","University of Rome"
"3470935","M. Sagratella","m.sagratella@example.edu","University of Sydney"
"3331240","A. Polzonetti","a.polzonetti@example.edu","University of New York"
"40690979","O. Albahri","o.albahri@example.edu","Amazon Sydney"
"145400504","A. Albahri","a.albahri@example.edu","Amazon Rome"
"143912612","K. Mohammed","k.mohammed@example.edu","Microsoft Toronto"
"144927995","A. A. Zaidan","a.a.zaidan@example.edu","Microsoft Rome"
"1768980","B. Zaidan","b.zaidan@example.edu","Microsoft London"
"145269085","M. Hashim","m.hashim@example.edu","Amazon Barcelona"
"2356086587","Omar Hussein Salman","omarhusseinsalman@example.edu","Microsoft Tokyo"
"145164804","Mohamed Seif","mohamedseif@example.edu","Amazon London"
"2938360","R. Tandon","r.tandon@example.edu","Microsoft Barcelona"
"2150652975","Ming Li","mingli@example.edu","University of Barcelona"
"70898653","Ana C. Perre","anac.perre@example.edu","Amazon Sydney"
"143920802","Luís A. Alexandre","luísa.alexandre@example.edu","Microsoft Tokyo"
"46798128","L. Freire","l.freire@example.edu","Meta Berlin"
"2155418723","Jie Li","jieli@example.edu","Nvidia Rome"
"2115548173","Zhiyuan Zheng","zhiyuanzheng@example.edu","Meta Sydney"
"1758015","Britta Meixner","brittameixner@example.edu","Microsoft Barcelona"
"1976550","Thomas Röggla","thomasröggla@example.edu","Meta Rome"
"2951128","M. Glancy","m.glancy@example.edu","Microsoft London"
"144022557","Pablo César","pablocésar@example.edu","Meta Toronto"
"2388683750","Tsz Hong Lau","tszhonglau@example.edu","Nvidia London"
"36009053","P. Courtiol","p.courtiol@example.edu","Amazon Barcelona"
"2433727","Eric W. Tramel","ericw.tramel@example.edu","Nvidia Sydney"
"46497200","Marc Sanselme","marcsanselme@example.edu","Nvidia Sydney"
"2083287","G. Wainrib","g.wainrib@example.edu","University of Barcelona"
"46638878","Hai Qiu","haiqiu@example.edu","Microsoft New York"
"22238502","R. Rehman","r.rehman@example.edu","Microsoft New York"
"143677795","Xiaoqun Yu","xiaoqunyu@example.edu","Amazon Rome"
"2758494","S. Xiong","s.xiong@example.edu","Nvidia Barcelona"
"50631366","Dan Lundell","danlundell@example.edu","Meta Rome"
"153560325","A. Hedberg","a.hedberg@example.edu","Microsoft Tokyo"
"1736766","C. Nyberg","c.nyberg@example.edu","University of Paris"
"39821789","Emma Fitzgerald","emmafitzgerald@example.edu","Microsoft Toronto"
"9950616","J. Lange","j.lange@example.edu","Microsoft Tokyo"
"41077869","D. V. Niekerk","d.v.niekerk@example.edu","Microsoft Berlin"
"3400825","I. Cukrowski","i.cukrowski@example.edu","Nvidia Sydney"
"2989395","N. Dhamayanthi","n.dhamayanthi@example.edu","University of Tokyo"
"144840972","B. Lavanya","b.lavanya@example.edu","Nvidia Berlin"
"34430081","Yuankai Huo","yuankaihuo@example.edu","Nvidia Barcelona"
"117612970","Katherine Swett","katherineswett@example.edu","Amazon Sydney"
"1730458","S. Resnick","s.resnick@example.edu","Amazon Berlin"
"2576395","L. Cutting","l.cutting@example.edu","University of Tokyo"
"1699344","B. Landman","b.landman@example.edu","University of Paris"
"30139259","D. Spirrov","d.spirrov@example.edu","Amazon Paris"
"113808502","Maaike Van Eeckhoutte","maaikevaneeckhoutte@example.edu","Microsoft London"
"49699199","Lieselot van Deun","lieselotvandeun@example.edu","Amazon Tokyo"
"2321700","T. Francart","t.francart@example.edu","University of Paris"
"2145912","Krzysztof Rataj","krzysztofrataj@example.edu","Nvidia Sydney"
"144792148","Wojciech M. Czarnecki","wojciechm.czarnecki@example.edu","Meta London"
"2848566","Sabina Podlewska","sabinapodlewska@example.edu","Meta Tokyo"
"41159541","Agnieszka Pocha","agnieszkapocha@example.edu","Nvidia Paris"
"2375698","A. Bojarski","a.bojarski@example.edu","University of Sydney"
"2949453","S. Chakravortty","s.chakravortty@example.edu","Microsoft Sydney"
"46276037","Jun Yu Li","junyuli@example.edu","Amazon Rome"
"143767945","A. Plaza","a.plaza@example.edu","Microsoft Toronto"
"144674044","Omar Mohammed","omarmohammed@example.edu","Amazon Berlin"
"1754561","G. Bailly","g.bailly@example.edu","Nvidia Paris"
"1777631","D. Pellier","d.pellier@example.edu","Amazon Barcelona"
"1839364","R. Alt","r.alt@example.edu","University of Toronto"
"1693046","Florian Alt","florianalt@example.edu","Amazon London"
"2373308193","Sabrina Geiger","sabrinageiger@example.edu","Microsoft Paris"
"15731574","W. Höhl","w.höhl@example.edu","Nvidia London"
"9178919","R. Chibante","r.chibante@example.edu","Meta Sydney"
"3125281","C. V. Carvalho","c.v.carvalho@example.edu","Meta Paris"
"147791105","Paulo Ferreira","pauloferreira@example.edu","Amazon New York"
"2149212222","Xianbin Cao","xianbincao@example.edu","Nvidia Rome"
"1692004","Seong-Lyun Kim","seong-lyunkim@example.edu","Nvidia Sydney"
"1985131","K. Obraczka","k.obraczka@example.edu","Meta Paris"
"2336524247","Cheng-Xiang Wang","cheng-xiangwang@example.edu","Nvidia Rome"
"144953181","D. Wu","d.wu@example.edu","Nvidia Berlin"
"1745843","H. Yanikomeroglu","h.yanikomeroglu@example.edu","Amazon Tokyo"
"2282516","Qasim Lone","qasimlone@example.edu","Amazon Tokyo"
"2137936","Etienne Dublé","etiennedublé@example.edu","Microsoft London"
"31916831","F. Rousseau","f.rousseau@example.edu","Nvidia New York"
"1701956","I. Moerman","i.moerman@example.edu","Nvidia Sydney"
"1882223","S. Giannoulis","s.giannoulis@example.edu","Nvidia Rome"
"1830838","A. Duda","a.duda@example.edu","Amazon London"
"2065702342","Kai Su","kaisu@example.edu","Nvidia Paris"
"2106354243","Xiaoguang Su","xiaoguangsu@example.edu","Nvidia London"
"2111911890","Lihua Yang","lihuayang@example.edu","University of Tokyo"
"2054421192","Bin Xiao","binxiao@example.edu","Nvidia Sydney"
"1841688","Avinash S. Vaidya","avinashs.vaidya@example.edu","Amazon Tokyo"
"2066052669","M. Srinivas","m.srinivas@example.edu","Nvidia Barcelona"
"145792284","Paul Crowley","paulcrowley@example.edu","Nvidia Sydney"
"2258329","E. Biggers","e.biggers@example.edu","Nvidia Rome"
"143775263","Wei-Hua Tang","wei-huatang@example.edu","University of Sydney"
"50876388","Yiu-Jen Chang","yiu-jenchang@example.edu","University of Barcelona"
"2118386545","Yenming J. Chen","yenmingj.chen@example.edu","Nvidia London"
"145602526","Wen-Hsien Ho","wen-hsienho@example.edu","Microsoft Barcelona"
"71108856","P. Dash","p.dash@example.edu","Meta Barcelona"
"2302274495","An. Sigappi","an.sigappi@example.edu","University of Tokyo"
"1821169","Jincheng Jiang","jinchengjiang@example.edu","Nvidia Paris"
"50444194","Qingquan Li","qingquanli@example.edu","Meta Barcelona"
"144507373","Wei Tu","weitu@example.edu","Amazon Barcelona"
"1752357","S. Shaw","s.shaw@example.edu","Amazon Tokyo"
"1474215888","Y. Yue","y.yue@example.edu","Meta New York"
"2108128645","Jianrong Zhang","jianrongzhang@example.edu","Meta Berlin"
"2373927626","Jinkai Zhang","jinkaizhang@example.edu","Nvidia Barcelona"
"35655226","Xingqian Li","xingqianli@example.edu","Microsoft New York"
"2116432607","Xiaomin Li","xiaominli@example.edu","Meta Sydney"
"2152821142","Yan Zhang","yanzhang@example.edu","Meta Tokyo"
"2108131361","Hongwei Zhao","hongweizhao@example.edu","Amazon Toronto"
"2848894","Paulo Vinícius Pereira Pinheiro","pauloviníciuspereirapinheiro@example.edu","Microsoft Barcelona"
"31046891","Poompong Chaiwongkhot","poompongchaiwongkhot@example.edu","University of Sydney"
"2507810","Shihan Sajeed","shihansajeed@example.edu","Microsoft Barcelona"
"38830885","R. Horn","r.horn@example.edu","Amazon Toronto"
"49118091","J. Bourgoin","j.bourgoin@example.edu","Microsoft Berlin"
"2104541","T. Jennewein","t.jennewein@example.edu","University of London"
"3083053","N. Lütkenhaus","n.lütkenhaus@example.edu","Amazon Rome"
"50644922","V. Makarov","v.makarov@example.edu","University of Paris"
"46989434","K. Read","k.read@example.edu","University of Toronto"
"49322781","F. LaPolla","f.lapolla@example.edu","University of New York"
"2994688","Yukino Baba","yukinobaba@example.edu","University of Paris"
"3415507","S. Fiege","s.fiege@example.edu","Nvidia Berlin"
"143775646","A. Walther","a.walther@example.edu","Microsoft Toronto"
"2249707","K. Kulshreshtha","k.kulshreshtha@example.edu","Meta New York"
"145983059","A. Griewank","a.griewank@example.edu","Nvidia Toronto"
"40558102","Kuan-Wu Su","kuan-wusu@example.edu","Amazon Berlin"
"1799712","Min-Chieh Yu","min-chiehyu@example.edu","University of Barcelona"
"143798885","Jenq-Shiou Leu","jenq-shiouleu@example.edu","University of Berlin"
"2356016","Minh Hoai","minhhoai@example.edu","Nvidia London"
"31344620","Pouya Mahdavipour Vahdati","pouyamahdavipourvahdati@example.edu","Meta London"
"14399313","C. Gabellieri","c.gabellieri@example.edu","Nvidia New York"
"35138699","M. Tognon","m.tognon@example.edu","Meta Berlin"
"1717413","L. Pallottino","l.pallottino@example.edu","Microsoft Sydney"
"1757722","A. Franchi","a.franchi@example.edu","Amazon London"
"144834709","Haiming Jin","haimingjin@example.edu","Meta Barcelona"
"143843304","Lu Su","lusu@example.edu","University of Paris"
"1995400","Houping Xiao","houpingxiao@example.edu","Meta Sydney"
"1688353","K. Nahrstedt","k.nahrstedt@example.edu","Meta Toronto"
"2108455387","Wu Wang","wuwang@example.edu","Nvidia New York"
"49188457","Bin Yang","binyang@example.edu","University of Sydney"
"47119537","X. Wang","x.wang@example.edu","Microsoft New York"
"8063808","Yumei She","yumeishe@example.edu","Nvidia New York"
"46495033","Shikai Shen","shikaishen@example.edu","Nvidia Barcelona"
"30841195","Kittipa Klangwisan","kittipaklangwisan@example.edu","Nvidia Rome"
"2365487","Komate Amphawan","komateamphawan@example.edu","Meta Paris"
"40387978","Haiyang Liu","haiyangliu@example.edu","Microsoft Tokyo"
"92351090","Yan Li","yanli@example.edu","Amazon Toronto"
"2222439","Lianrong Ma","lianrongma@example.edu","Meta New York"
"2619899","N. Yiannoutsou","n.yiannoutsou@example.edu","Nvidia London"
"144772111","Rose M. G. Johnson","rosem.g.johnson@example.edu","Meta Barcelona"
"144347283","S. Price","s.price@example.edu","Meta London"
"143967552","Tan Nghia Duong","tannghiaduong@example.edu","Meta Barcelona"
"66796501","V. D. Than","v.d.than@example.edu","Amazon Sydney"
"66084298","T. H. Tran","t.h.tran@example.edu","Amazon Sydney"
"66945461","Thi Anh Tuyet Pham","thianhtuyetpham@example.edu","Meta Berlin"
"122777102","Vân-Anh Nguyen","vân-anhnguyen@example.edu","Meta Rome"
"2355808474","Hoang-Nam Tran","hoang-namtran@example.edu","Meta New York"
"143916457","Mohamed Abdelhamid","mohamedabdelhamid@example.edu","Nvidia Sydney"
"51149653","Neslihan Suzen","neslihansuzen@example.edu","Microsoft Tokyo"
"1745900","Alexander N Gorban","alexanderngorban@example.edu","Amazon Tokyo"
"2360024","J. Levesley","j.levesley@example.edu","Nvidia Paris"
"2053026","E. M. Mirkes","e.m.mirkes@example.edu","Microsoft Tokyo"
"1736971","G. Suciu","g.suciu@example.edu","Microsoft Berlin"
"3249325","V. Menon","v.menon@example.edu","Microsoft Barcelona"
"2370814","Shantia Yarahmadian","shantiayarahmadian@example.edu","Meta Tokyo"
"2403895671","Vahid Rezania","vahidrezania@example.edu","Amazon Tokyo"
"51964718","Catherine Pricilla","catherinepricilla@example.edu","Nvidia Barcelona"
"3161999","D. Lestari","d.lestari@example.edu","Nvidia New York"
"46554283","Dody Dharma","dodydharma@example.edu","Microsoft Tokyo"
"144032033","M. Kamenskiĭ","m.kamenskiĭ@example.edu","Amazon Tokyo"
"2744882","O. Makarenkov","o.makarenkov@example.edu","Nvidia Rome"
"51918675","Lakmi Niwanthi Wadippuli Achchige","lakminiwanthiwadippuliachchige@example.edu","Meta London"
"1773835","Heiko Gewald","heikogewald@example.edu","Amazon London"
"2051969","D. Vogel","d.vogel@example.edu","Meta Paris"
"2418830","Karoly Bozan","karolybozan@example.edu","Amazon Paris"
"2287423762","Cheng Wu","chengwu@example.edu","Microsoft Rome"
"9393063","Qin Kaiyu","qinkaiyu@example.edu","Amazon Paris"
"2110165867","Jiying Wang","jiyingwang@example.edu","Microsoft Toronto"
"86981658","P. D. Lange","p.d.lange@example.edu","Amazon Sydney"
"1500391936","A. Neumann","a.neumann@example.edu","University of London"
"2233984","Petru Nicolaescu","petrunicolaescu@example.edu","Nvidia New York"
"1790902","R. Klamma","r.klamma@example.edu","Microsoft Barcelona"
